id,competitor_id,llm_analysis_id,llm_provider,is_mentioned,rank_position,sentiment_score,confidence_score,response_text,summary_text,analyzed_at,created_at,prompt_id,analysis_session_id
104b9883-2fe3-4f3b-9ac5-18c69dd09cc8,e73eb8d4-70c8-4f0b-ac8d-ed2709223ee8,0172b592-fb33-4d94-8806-2c19b61e4f56,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
10a8bcd5-faab-46c8-9781-e65c60aeab26,b0daaf4b-d42c-444a-9414-79ba5e6902db,01985238-cf9d-4366-8501-647fac7b0cca,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
11a0c57a-79a3-4a3c-a641-b4c7c504bdeb,7a44b8f9-72bd-4c12-82ad-d2008c2b9928,02446312-37c3-4462-891e-415e8272132a,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
11daa1eb-7595-4130-990d-fc7e9db5781f,b0daaf4b-d42c-444a-9414-79ba5e6902db,0010e096-84a9-49d5-b35c-d4c423fa7af1,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
141dc3f4-8662-4d6f-adb9-ac01f0d11ec3,ab650281-3236-45ec-b93c-20d561b51090,02895f65-01d2-40ef-8f73-f88b00dba80c,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
151fb808-5b56-4874-af67-d4d1d9a93d75,f7dba51d-92af-414c-8cf5-f036c224d993,0238d22b-094e-47ee-9bf6-9fd6bfd78a40,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
1b87c975-c057-447f-9596-c9d03088c7c5,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,0054e669-a4c4-4f9a-81ff-b6187c15762c,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
1da317c6-7158-4fc9-b790-19cba5461390,f22de5cc-bc41-4b42-be75-ddac80a39750,010b4e2f-559e-479f-b7b3-60b4974022fc,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
1ef27ca9-57a0-4046-8ea4-34665214fc8d,f22de5cc-bc41-4b42-be75-ddac80a39750,01195a0d-6b73-47c1-b007-4d87c9993dc2,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
21573171-6213-4f57-9da2-8c30919ac8c2,a9ad89e7-93d9-4047-b6e0-daba1196ae6c,00307977-8f85-4f27-9ff7-973c967a2733,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2433cdc5-febd-478a-a021-323ae2373975,cf537613-fbef-4164-9df1-bb00f32ff0c2,00911a6f-d09e-4c64-af1d-78b40aed642b,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
296679bb-b997-402b-ab85-038d847ffc80,392a282c-d2dc-4318-90bd-fc552884c4f4,02277b92-4cae-43d5-adf8-d26e2bcc2bf3,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2995e2fb-845b-4b69-9430-c422a6da2316,5a265ece-f135-4eae-828a-28649b6f8318,015c3737-bb2e-456f-85cd-7aaac58b08e2,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2ea61b00-8e9e-48e8-83c9-6b5a420e992c,b0daaf4b-d42c-444a-9414-79ba5e6902db,019c0b77-c574-4471-be69-7e9e91fa772a,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2f8f4874-89fb-42cd-8872-c58c8c0b6001,e73eb8d4-70c8-4f0b-ac8d-ed2709223ee8,0210879f-4c04-4be6-94ee-75b68565113e,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2fc201a7-bc70-4386-a382-a7218a530214,392a282c-d2dc-4318-90bd-fc552884c4f4,0133af3d-b360-4878-8232-0d275407a934,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
2fc45c4c-8913-46b3-a7fb-8eec044c7e40,f7dba51d-92af-414c-8cf5-f036c224d993,00d6d4c5-2852-4b2b-893d-769480de755c,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
3283d0d7-0d30-4427-9d93-cf8415c4e9c3,64bb8d43-2dd6-4ab9-b6f3-38643f154e02,00daa255-fdf6-4ae7-8495-5e1f119dca94,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
32a8b582-914f-4ca1-bd50-322b93f4f0ab,64bb8d43-2dd6-4ab9-b6f3-38643f154e02,01f794f7-b159-4512-8de1-f9f3e90e007d,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
33c0eeae-1876-4e89-bedc-61648ccbe8c3,5a265ece-f135-4eae-828a-28649b6f8318,020ce424-6938-45fa-b5bb-abd35cff6eb9,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
346aad1e-9184-43b1-acfd-807c5cf3c7db,b0daaf4b-d42c-444a-9414-79ba5e6902db,00e859f9-d744-48eb-bdbf-5e7c757e0cf1,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
3627bab4-0bf5-4847-9842-f5e522693fa2,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,00a04872-c6be-40a4-b32e-472dbe71d2ac,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
3682ca77-b76e-46c4-810b-f44502627415,7ead2226-d5df-47a4-bbc8-533dbfb2fc0f,0092c449-1355-4b43-b9a1-8074fcc7c016,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
39093177-5727-45f2-919c-57af483ebcdf,64108adc-fe02-46ad-bbee-1ad407833f79,0256c98f-e5df-4c1e-8d0b-7d78b8c14ee2,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
3fc367a8-0510-4c70-8a08-9fd728a80e44,e73eb8d4-70c8-4f0b-ac8d-ed2709223ee8,006350a4-473f-4100-b913-e14b60ec2072,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
408f513c-2bf1-4eb7-8498-3111db41834d,392a282c-d2dc-4318-90bd-fc552884c4f4,00412cf6-0120-4603-aa69-13e967dc11d0,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
44142bce-4403-47f4-b996-5853a72080ae,64108adc-fe02-46ad-bbee-1ad407833f79,019fd91d-f625-4ef6-88d8-475a465183f6,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
44532fef-f7d9-47cc-8907-d7632c1af23a,cf537613-fbef-4164-9df1-bb00f32ff0c2,0075f75f-da72-43c2-afb9-03fa81a48000,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
4dcfaf19-0ed8-4ef1-a2c3-1f140927f5e8,a93cd4d9-9360-417b-9911-750b99591644,00b741ee-e5a5-4cd9-8431-71756bc08930,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
5154c288-7254-47e7-9c4a-7f99b31c3e23,392a282c-d2dc-4318-90bd-fc552884c4f4,0232f064-e953-46a0-bef9-30a13ec3d91e,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
557a60ce-6ad1-437b-b1d1-afb540d200f0,3299c7c8-4ce7-4e7a-bb3e-7afa239190cd,01e1f4ad-4552-413e-af44-d782846dd1be,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
57e267c5-2071-4d19-bce5-2ab4f65d4eba,081c5dae-6ce3-4b3e-9df6-5094aee4a64b,02626016-7292-4638-9a4a-a145ef2182af,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
5a9c2905-7dc2-494c-805b-49bca51d1bb5,d2f18d9c-1209-42bc-bd1c-e71c7741618e,01985238-cf9d-4366-8501-647fac7b0cca,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
5e6991ed-80fb-4a0d-b011-de7699e67a0c,a9ad89e7-93d9-4047-b6e0-daba1196ae6c,00154fd5-ce94-4224-9680-80dc8926b2d7,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
65e88a96-64ad-4f09-b5c0-cc03f6b59b81,7ead2226-d5df-47a4-bbc8-533dbfb2fc0f,0205d2b3-b852-41da-b6a4-30d1fef92406,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
68753374-d60b-4644-9861-e276aeec968a,5a265ece-f135-4eae-828a-28649b6f8318,0001876d-41c1-4293-9ecc-dc52e96eec31,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
69fb371a-3bb6-4a98-b0b6-3a34306119cd,cf537613-fbef-4164-9df1-bb00f32ff0c2,025a7d71-9df8-4b2e-9a20-474dbe6b50ec,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
6a74f95a-461b-4d24-bf06-9b378bb36902,3299c7c8-4ce7-4e7a-bb3e-7afa239190cd,01cdd606-9a44-442c-ad8a-4124c2287e08,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
6df6a3d8-13f3-409c-8e13-3586d52943b9,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,0256c98f-e5df-4c1e-8d0b-7d78b8c14ee2,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
6f1e7c01-25aa-4118-a9c3-2ef1f87c1b88,ab650281-3236-45ec-b93c-20d561b51090,00ec8020-1eb1-4d94-9690-dafe0cc66f49,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
6ff655a3-2489-4ca4-8cc4-089b466d9ef1,4598379e-942f-4203-9bcd-dad968f9767b,026431f7-cb46-4e44-aa1a-e09911bfae7f,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
768f7672-c1d0-4f64-8ca4-e74e1b1858a1,7ead2226-d5df-47a4-bbc8-533dbfb2fc0f,000ffec2-c91b-4dd5-b870-c22be2d85563,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
78e5fa84-c9ce-4328-9eca-3f1502ed3586,7a44b8f9-72bd-4c12-82ad-d2008c2b9928,00e4b5c6-7066-4707-bd9f-8ce41f405bd5,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
7d8fb624-0b54-4893-bdaa-efd171fa5395,64108adc-fe02-46ad-bbee-1ad407833f79,0201086f-f002-494a-b39d-ffba3bb8e418,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
854a7cde-ffcf-4385-a029-cc19c539baab,d2f18d9c-1209-42bc-bd1c-e71c7741618e,02a87b15-7a69-49ce-97e4-f8574f04b264,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
87beb844-c61a-4b4a-b190-f1199cdb767d,4598379e-942f-4203-9bcd-dad968f9767b,025a7d71-9df8-4b2e-9a20-474dbe6b50ec,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
89fadf1f-7196-487d-8d09-95b38c72dfbc,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,022609aa-7f10-4e1a-b620-bf1de32c4444,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
903c7c15-f940-447b-a075-a272b7e7a8f9,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,019fd91d-f625-4ef6-88d8-475a465183f6,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
91b254ab-ade4-450c-a2e9-0dbcc84a6f8f,d2f18d9c-1209-42bc-bd1c-e71c7741618e,00e859f9-d744-48eb-bdbf-5e7c757e0cf1,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
931c67d4-4729-45bd-9bcd-9e484925e8d2,f7073ddc-5875-408b-9523-a6c849c854dc,00e859f9-d744-48eb-bdbf-5e7c757e0cf1,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
962b903c-d9d8-409b-af08-a9e44aa61a5b,5a265ece-f135-4eae-828a-28649b6f8318,027d13ba-dc93-4eb9-93de-c2e7f546a51e,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
969dd7b0-d6db-4b93-96c5-351556d67279,f108f9ef-cc15-4aec-b2e7-50ac8d0213d7,00f4c02b-102a-40fd-9e29-2445d48fd981,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
97d49740-b77d-4a07-9264-c092cea9cced,7ead2226-d5df-47a4-bbc8-533dbfb2fc0f,00b12c63-2eee-48ee-a612-d9e297af8cd4,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
98bcf8fc-6baf-4f5d-b557-d66f89ee6372,392a282c-d2dc-4318-90bd-fc552884c4f4,0058a2b9-22fe-45e8-bbc3-1f4a3ea1266b,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9a4dc8fb-c336-444d-8389-7ae0eb0d4dc3,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,0092c449-1355-4b43-b9a1-8074fcc7c016,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9d2341dd-3648-4742-a25b-17e028cfe6b0,392a282c-d2dc-4318-90bd-fc552884c4f4,02549dd3-9fce-4eab-857c-5c269a16851e,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9d7016b6-6649-4f9c-9bc6-bc885e1b0ed2,a93cd4d9-9360-417b-9911-750b99591644,01558895-5c9c-486d-ab19-9dff18463478,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9db92c6b-af6f-43b4-85de-ec31b2c75139,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,0201086f-f002-494a-b39d-ffba3bb8e418,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9e55aa76-d058-442a-ab1c-b9b979f84645,18545e18-2057-4cf7-8fe7-1f1255ab5eb0,00b12c63-2eee-48ee-a612-d9e297af8cd4,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
9fe10e24-6f02-4f7b-bb4c-0c989bc2077a,4598379e-942f-4203-9bcd-dad968f9767b,00b04e29-2dee-4c0e-85e9-83641ecd9325,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
a1d5a7e2-b3c6-472e-818d-10d3cbd95009,f7073ddc-5875-408b-9523-a6c849c854dc,019c0b77-c574-4471-be69-7e9e91fa772a,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
a673f6c0-5ede-40a8-babd-f22d914f0feb,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,014c6ea2-443c-4878-a9a2-441b763158c1,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
a699b2a7-dde8-4993-a981-6d385e7205fc,4598379e-942f-4203-9bcd-dad968f9767b,0245a8e2-101c-4e28-9203-47e59252949a,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
aa55f51b-3227-4108-98cb-a8d0dc5db756,a0f3faa2-178f-4e1d-9732-2584f78ddd68,02473eff-6dac-4665-839b-3f3e63e6954b,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
ac3640ce-1b64-460b-84ba-a3cf7af13886,8b836b11-ea13-43d3-9683-127cad061310,02587120-b16d-425b-ab12-536a7ca5a38d,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
b246109d-43ff-4639-9bf7-ef6dff5e1fb9,a93cd4d9-9360-417b-9911-750b99591644,0272af64-594d-4c3b-aa1b-0032673a972c,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
b2e21ccb-9ff5-419f-8841-01868e02a5b1,392a282c-d2dc-4318-90bd-fc552884c4f4,024d77b3-9193-4819-a516-fab981020690,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
b349dec9-f0da-4d8e-b89b-3511ebe1dba7,f22de5cc-bc41-4b42-be75-ddac80a39750,01856f7e-18ae-4816-803b-fa1866db3f43,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
b653a65b-4262-4bca-8cd3-17c639c7e755,f22de5cc-bc41-4b42-be75-ddac80a39750,022d4788-8889-46c0-9e75-b7cde4ae5d00,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
bce191f7-040e-429e-90c4-6370470ad79a,f7073ddc-5875-408b-9523-a6c849c854dc,01985238-cf9d-4366-8501-647fac7b0cca,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
c1562aa0-04c6-49e1-a7b9-f025470296d7,3992643f-cecf-4aa0-9432-99a308db99db,002942e4-6001-4402-a691-b526f1405532,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
c3ea37a8-3429-45e0-a55d-fbb77e627070,d2f18d9c-1209-42bc-bd1c-e71c7741618e,0010e096-84a9-49d5-b35c-d4c423fa7af1,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
ca85fc79-7a04-4aa4-9e51-355322dae87c,f3a22b95-28ba-4ac5-bcff-d2ae3cce746e,0130e438-bb2f-4aaf-928f-3d062fb1af44,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
cb97b30b-7a7d-47d6-a495-1c688b42d9fd,7a44b8f9-72bd-4c12-82ad-d2008c2b9928,013e32c5-1265-41a6-a651-ec791c5633dd,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
ce59a943-f28c-4405-a7f9-fafa92c34506,e73eb8d4-70c8-4f0b-ac8d-ed2709223ee8,007b2137-afce-40bb-bc83-295c4f7a89c5,chatgpt,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d007a372-fe73-4e21-928e-630acff4223a,a0f3faa2-178f-4e1d-9732-2584f78ddd68,005a93f3-8265-4be6-83ba-8c96ea8e7078,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d15cf474-f3fb-4a14-9146-bbd87fea2f95,e73eb8d4-70c8-4f0b-ac8d-ed2709223ee8,017c08d9-28ba-44ec-9200-0797c6da234f,claude,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
d50543e0-d92d-4262-8f72-f6a27368fb3f,cf537613-fbef-4164-9df1-bb00f32ff0c2,00b04e29-2dee-4c0e-85e9-83641ecd9325,gemini,false,0,0.00,0.95,Sample response text for testing,Sample summary text for testing,2025-09-17 12:00:00.000000+00,2025-09-17 12:00:00.000000+00,,
